,Website,Total Img Count,Optimized Img Count,Actual Bytes,Transferred Bytes,q-75,q-70,q-50,q-30,q-10
775,ebay.de,35.0,35.0,1336119.0,708863.0,508501.0,501259.0,471791.0,419918.0,376298.0
776,discordapp.com,10.0,1.0,12246986.0,3397152.0,3396627.0,3396595.0,3396581.0,3396553.0,3396517.0
777,loom.com,29.0,13.0,6366796.0,3350218.0,3255914.0,3247328.0,3204979.0,3155379.0,3106845.0
778,wordreference.com,1.0,1.0,141431.0,322056.0,306859.0,306587.0,305743.0,304779.0,303489.0
779,dstv.com,42.0,34.0,7836056.0,3727976.0,3168891.0,3150433.0,3087239.0,3023108.0,2957898.0
780,apkpure.com,77.0,75.0,1483337.0,708928.0,463333.0,459615.0,442955.0,407598.0,389888.0
781,yandex.ru,61.0,47.0,7043875.0,2247932.0,2032081.0,2021986.0,1986555.0,1943019.0,1895534.0
782,airtel.in,47.0,11.0,881675.0,502374.0,425109.0,418267.0,396026.0,369450.0,343482.0
783,drom.ru,26.0,17.0,3685800.0,2015749.0,1582422.0,1540714.0,1398410.0,1251090.0,1086798.0
784,europa.eu,2.0,1.0,1089502.0,234793.0,234761.0,234761.0,234761.0,234761.0,234761.0
785,marketwatch.com,58.0,58.0,9479057.0,3883833.0,3195649.0,3190321.0,3153130.0,3107162.0,3054802.0
786,dhl.com,23.0,2.0,4059790.0,1329314.0,1316101.0,1315165.0,1311623.0,1308045.0,1304061.0
787,gusuwang.com,17.0,4.0,347957.0,135284.0,129749.0,129721.0,129633.0,129537.0,129437.0
788,prezi.com,73.0,38.0,7559108.0,5170995.0,3467584.0,3432974.0,3294570.0,3088946.0,2959912.0
789,xero.com,29.0,22.0,3378928.0,1366950.0,1355084.0,1344686.0,1306259.0,1255464.0,1197846.0
790,gosuslugi.ru,54.0,2.0,4988679.0,1877714.0,1876458.0,1876082.0,1874906.0,1873364.0,1871904.0
791,oraclecloud.com,25.0,13.0,5588940.0,2029679.0,1956140.0,1952450.0,1939562.0,1926286.0,1912546.0
792,divar.ir,6.0,6.0,3754822.0,1047758.0,1033663.0,1033573.0,1032966.0,1032178.0,1031446.0
793,eatthis.com,37.0,31.0,4087303.0,2494153.0,1142940.0,1132872.0,1084576.0,1039792.0,991284.0
794,google.com.co,20.0,4.0,1510002.0,526469.0,524817.0,524701.0,524189.0,521793.0,514855.0
795,ikea.com,7.0,1.0,1970236.0,1006382.0,1006382.0,1006382.0,1000831.0,992907.0,983467.0
796,sbrf.ru,9.0,7.0,4271412.0,1506632.0,1493701.0,1493309.0,1490177.0,1484135.0,1480131.0
797,cnblogs.com,53.0,26.0,1645702.0,649204.0,530977.0,529693.0,525123.0,520255.0,514641.0
798,gmanetwork.com,30.0,23.0,5382475.0,2354708.0,2220021.0,2216661.0,2202331.0,2189737.0,2176361.0
799,sephora.com,173.0,124.0,17558862.0,5556797.0,5079866.0,5076694.0,5067006.0,5055954.0,5043150.0
800,yourdictionary.com,5.0,3.0,2532898.0,782620.0,781934.0,781934.0,781934.0,781934.0,781934.0
801,ilovepdf.com,13.0,3.0,888558.0,455131.0,358831.0,356269.0,347205.0,336819.0,325251.0
802,cloudflare.com,8.0,5.0,4365831.0,1443373.0,1051142.0,1051142.0,1051142.0,1051142.0,1051142.0
803,adblockplus.org,26.0,12.0,1412018.0,1183086.0,1135070.0,1134574.0,1133132.0,1131408.0,1129340.0
804,rednet.cn,149.0,146.0,9166926.0,9004712.0,1501271.0,1441548.0,1233541.0,1005945.0,759487.0
805,blogfa.com,2.0,2.0,69531.0,65345.0,55099.0,55027.0,54671.0,54435.0,54109.0
806,123rf.com,51.0,45.0,2782003.0,1318594.0,1076196.0,1052154.0,968270.0,883682.0,799642.0
807,etsy.com,34.0,30.0,2579510.0,958768.0,842602.0,824838.0,795172.0,762262.0,728058.0
808,riotgames.com,29.0,28.0,8009942.0,5813194.0,1771854.0,1753260.0,1692144.0,1629710.0,1568982.0
809,cbsnews.com,36.0,28.0,7165537.0,3921761.0,1885635.0,1858517.0,1773359.0,1689593.0,1598055.0
810,rezka.ag,96.0,79.0,11425417.0,7115264.0,5973220.0,5942874.0,5845606.0,5136166.0,3619692.0
811,auth0.com,96.0,74.0,9048577.0,4781911.0,4151475.0,4146671.0,4123659.0,4098548.0,4073839.0
812,mathxl.com,16.0,12.0,2569511.0,1030560.0,903300.0,899848.0,887078.0,874326.0,861840.0
813,indianexpress.com,92.0,74.0,2905738.0,1312705.0,1181093.0,1162103.0,1100620.0,1034588.0,955056.0
814,dropbox.com,13.0,6.0,4401950.0,1798525.0,1481420.0,1477364.0,1464286.0,1450190.0,1435096.0
815,vectorstock.com,17.0,14.0,2505694.0,1558343.0,1032444.0,1009484.0,935362.0,840110.0,745970.0
816,kundelik.kz,43.0,32.0,8344031.0,3961623.0,1640121.0,1630977.0,1599961.0,1568991.0,1537277.0
817,issuu.com,55.0,42.0,11963721.0,6192142.0,5574678.0,5569849.0,5555186.0,5535529.0,5512592.0
818,entrepreneur.com,48.0,40.0,6003568.0,2141622.0,2011429.0,2009125.0,1998771.0,1991241.0,1982410.0
819,dawn.com,83.0,76.0,8192947.0,6069955.0,1861152.0,1815629.0,1653723.0,1492337.0,1322651.0
820,allrecipes.com,47.0,39.0,7837561.0,2360675.0,2228432.0,2223424.0,2205267.0,2171653.0,2108131.0
821,usps.com,70.0,46.0,4029170.0,1937541.0,1302400.0,1290146.0,1247240.0,1203798.0,1157772.0
822,chinayigui.com,226.0,223.0,7793623.0,6700732.0,3004753.0,2885021.0,2482977.0,2072565.0,1647809.0
823,code.org,23.0,19.0,2611635.0,1563578.0,1101507.0,1074603.0,993591.0,922801.0,855085.0
824,autodesk.com,78.0,58.0,16258607.0,6323041.0,4827010.0,4767926.0,4586208.0,4394798.0,4213554.0
825,youtube.com,27.0,26.0,3803814.0,1420749.0,1350015.0,1338199.0,1275596.0,1204776.0,1110958.0
826,wayfair.com,15.0,13.0,15267425.0,4554809.0,4546556.0,4546532.0,4546440.0,4546332.0,4546198.0
827,gazeta.ru,74.0,61.0,5445533.0,2509360.0,1660618.0,1656374.0,1642136.0,1625582.0,1607512.0
828,avaz.ba,60.0,33.0,6876024.0,2998584.0,2837372.0,2831904.0,2811938.0,2789830.0,2763709.0
829,ieee.org,6.0,6.0,102675.0,77124.0,38923.0,38533.0,37265.0,35591.0,34015.0
830,rokna.net,51.0,47.0,3193587.0,1963572.0,1473002.0,1451564.0,1380098.0,1309600.0,1229065.0
831,shopee.ph,87.0,60.0,10269815.0,4929894.0,2877241.0,2842187.0,2730853.0,2597831.0,2466531.0
832,squarespace.com,168.0,149.0,8365497.0,4352145.0,2531565.0,2484411.0,2324243.0,2155755.0,2004657.0
833,cdc.gov,16.0,15.0,5868307.0,2558815.0,1275577.0,1261371.0,1213983.0,1168873.0,1123861.0
834,epwk.com,236.0,164.0,5621037.0,3457789.0,2364888.0,2355302.0,2322250.0,2284994.0,2243648.0
835,hindnow.com,23.0,16.0,3913429.0,1581074.0,1203555.0,1187765.0,1129089.0,1064763.0,1000538.0
836,ebay.ca,50.0,50.0,2478861.0,1328887.0,804762.0,796068.0,755155.0,693753.0,644733.0
837,westernjournal.com,41.0,33.0,4473990.0,1769914.0,1565087.0,1556671.0,1527621.0,1499483.0,1471690.0
838,apple.com,31.0,18.0,3643300.0,1577332.0,1141132.0,1133756.0,1112850.0,1087862.0,1066376.0
839,reddit.com,36.0,33.0,3417834.0,1613453.0,859797.0,853883.0,835065.0,813641.0,791268.0
840,nature.com,30.0,27.0,2204347.0,1029554.0,708517.0,703917.0,687615.0,665839.0,642505.0
841,weibo.com,52.0,50.0,3035691.0,1780536.0,1294208.0,1259888.0,1139636.0,1019720.0,886828.0
842,zendesk.com,69.0,61.0,8842985.0,3018786.0,2798563.0,2780025.0,2717765.0,2662093.0,2605970.0
843,healthline.com,88.0,80.0,8038101.0,4454540.0,2525776.0,2500656.0,2400916.0,2290006.0,2194848.0
844,pngtree.com,51.0,51.0,3480982.0,2531452.0,762376.0,744890.0,684880.0,618142.0,546716.0
845,dnevnik.ru,21.0,21.0,2574492.0,1158295.0,882972.0,877266.0,858574.0,841094.0,823664.0
846,ultimate.guitar.com,51.0,43.0,2061569.0,1255176.0,625303.0,611853.0,577209.0,541469.0,503075.0
847,dbs.com.sg,48.0,46.0,17827604.0,14595727.0,3945421.0,3771247.0,3214583.0,2742389.0,2291677.0
848,xmnn.cn,93.0,93.0,6676158.0,6295237.0,872747.0,833963.0,703549.0,565315.0,416427.0
849,discord.com,10.0,1.0,12246905.0,3396152.0,3395627.0,3395595.0,3395581.0,3395553.0,3395517.0
850,amazon.com.au,127.0,100.0,2661129.0,1665688.0,1332309.0,1298099.0,1172890.0,1039866.0,905082.0
851,albawabhnews.com,36.0,33.0,1347730.0,1142774.0,516980.0,498506.0,438412.0,377622.0,312570.0
852,uptodown.com,33.0,22.0,2054793.0,672939.0,441280.0,438372.0,429548.0,415978.0,402788.0
853,eba.gov.tr,23.0,12.0,5961988.0,2909718.0,2818076.0,2816266.0,2810020.0,2802302.0,2793936.0
854,thingiverse.com,301.0,40.0,8919515.0,6766553.0,4385324.0,4347986.0,4211216.0,4079512.0,3958762.0
855,vnexpress.net,227.0,186.0,13091075.0,7225789.0,3830961.0,3812237.0,3750911.0,3688043.0,3625159.0
856,webex.com,139.0,89.0,9155552.0,5591219.0,3738577.0,3657453.0,3410639.0,3164675.0,2930641.0
857,pulzo.com,47.0,29.0,4294668.0,2557859.0,1399856.0,1369300.0,1251568.0,1124734.0,1011612.0
858,onlinesbi.com,31.0,28.0,2748869.0,2430848.0,629782.0,609682.0,539108.0,456614.0,366892.0
859,chinafloor.cn,190.0,190.0,3893585.0,3857621.0,2287207.0,2237657.0,2065529.0,1884647.0,1693447.0
860,mercadolibre.com.mx,40.0,35.0,4046989.0,2536431.0,1366171.0,1325103.0,1196073.0,1044695.0,915301.0
861,google.com.ua,20.0,3.0,2124372.0,1087752.0,1087618.0,1087620.0,1087554.0,1085661.0,1079157.0
862,elcomercio.com,46.0,30.0,5195621.0,2891025.0,2003529.0,1993425.0,1958053.0,1923639.0,1886383.0
863,namu.wiki,13.0,5.0,2705106.0,909265.0,845994.0,845658.0,844256.0,842830.0,841254.0
864,indeed.com,17.0,4.0,4325902.0,1269335.0,1266508.0,1266508.0,1266508.0,1266508.0,1266508.0
865,wp.com,40.0,34.0,2094091.0,687610.0,684953.0,684953.0,684953.0,684953.0,684953.0
866,chess.com,16.0,15.0,3349615.0,1894339.0,1013398.0,1003216.0,962580.0,920211.0,870076.0
867,emofid.com,36.0,25.0,6374730.0,3044885.0,1919526.0,1903952.0,1857052.0,1809912.0,1758604.0
868,zillow.com,2.0,3.0,566479.0,495224.0,400513.0,398251.0,392677.0,387535.0,382535.0
869,donga.com,96.0,94.0,3547011.0,2204692.0,1425907.0,1398419.0,1301550.0,1206216.0,1103074.0
870,express.dhl,3.0,3.0,6005715.0,2557274.0,1944161.0,1908391.0,1826277.0,1740565.0,1653737.0
871,mega.nz,26.0,26.0,10633868.0,3668510.0,3080064.0,3064443.0,3008294.0,2918615.0,2819039.0
872,b2b168.com,215.0,214.0,28056835.0,27275623.0,6914499.0,6527713.0,5179827.0,3857377.0,2494709.0
873,google.co.th,20.0,3.0,1679627.0,694699.0,694565.0,694567.0,694501.0,692631.0,686127.0
874,realclearpolitics.com,81.0,69.0,20478488.0,4692010.0,4051984.0,4044154.0,4015652.0,3985698.0,3955636.0
875,idntimes.com,86.0,73.0,6362137.0,2601627.0,2109785.0,2096337.0,2050443.0,2003089.0,1949775.0
876,expedia.com,43.0,36.0,11443061.0,3790707.0,2882119.0,2876063.0,2854357.0,2832803.0,2810693.0
877,globo.com,120.0,85.0,6706254.0,3266685.0,2127693.0,2106191.0,2000907.0,1871131.0,1772715.0
878,flashscore.com,328.0,324.0,8464472.0,2451333.0,2164605.0,2159269.0,2139559.0,2118053.0,2092047.0
879,tencent.com,108.0,82.0,24783789.0,16402519.0,14047787.0,13974119.0,13686519.0,13419855.0,12724272.0
880,tokopedia.com,71.0,49.0,1716967.0,671364.0,473218.0,467150.0,444060.0,418434.0,391466.0
881,caf.fr,21.0,21.0,2255961.0,1348881.0,676441.0,669937.0,646563.0,622637.0,595581.0
882,people.com.cn,108.0,106.0,6215904.0,5964127.0,1344202.0,1283814.0,1081986.0,879498.0,662362.0
883,payoneer.com,181.0,105.0,27157175.0,3655168.0,3439923.0,3433917.0,3412523.0,3393247.0,3374515.0
884,disqus.com,25.0,19.0,2495828.0,1079766.0,1075011.0,1073369.0,1062669.0,1038595.0,1002604.0
885,focus.cn,86.0,82.0,4578721.0,3134047.0,1319372.0,1298360.0,1225186.0,1144342.0,1057894.0
886,rakuten.sec.co.jp,121.0,106.0,6486623.0,4299780.0,1983180.0,1950693.0,1831797.0,1692059.0,1529090.0
887,nasa.gov,17.0,12.0,8806019.0,7958234.0,7577572.0,7571562.0,7550318.0,7527458.0,7501940.0
888,byjus.com,78.0,46.0,4199489.0,2568075.0,1598366.0,1586070.0,1530858.0,1452052.0,1392172.0
889,usbank.com,37.0,17.0,3986190.0,1269309.0,1158156.0,1153052.0,1134318.0,1116512.0,1097120.0
890,apple.com.cn,29.0,16.0,5037301.0,3533012.0,3012249.0,3003639.0,2979293.0,2950217.0,2925833.0
891,futbin.com,199.0,187.0,15166714.0,7675127.0,4700209.0,4653941.0,4495013.0,4327484.0,4169425.0
892,superhaber.tv,34.0,18.0,3755645.0,1415287.0,1292153.0,1286795.0,1260089.0,1233723.0,1210687.0
893,protonmail.com,15.0,8.0,1897956.0,1344508.0,764909.0,738151.0,656745.0,571107.0,487109.0
894,onelogin.com,27.0,15.0,7251213.0,2966476.0,1780773.0,1773809.0,1750415.0,1725349.0,1699455.0
895,cnbcindonesia.com,185.0,98.0,9461357.0,3408743.0,2962676.0,2941296.0,2868486.0,2792112.0,2704125.0
896,archive.org,36.0,27.0,1132572.0,541185.0,385115.0,381755.0,370573.0,358501.0,345397.0
897,libero.it,61.0,45.0,2762594.0,939720.0,923359.0,923359.0,923359.0,923312.0,920736.0
898,bola.net,103.0,86.0,6176556.0,2901147.0,1764586.0,1746718.0,1683826.0,1614392.0,1538112.0
899,nvidia.com,66.0,66.0,7705380.0,1941563.0,1927882.0,1927882.0,1927882.0,1927882.0,1927882.0
900,lenta.ru,143.0,100.0,13590399.0,8032259.0,5255894.0,5150298.0,4798808.0,4434684.0,4042886.0
901,getresponse.com,20.0,9.0,608744.0,143981.0,143073.0,143073.0,143073.0,143073.0,143073.0
902,infobae.com,53.0,38.0,4685108.0,2104926.0,1428981.0,1406213.0,1326427.0,1253461.0,1170213.0
903,19888.tv,147.0,144.0,2172829.0,1820781.0,461892.0,446370.0,393972.0,336516.0,278454.0
904,audible.com,60.0,35.0,3472423.0,1294386.0,1114534.0,1109858.0,1093804.0,1075364.0,1055650.0
905,transferwise.com,30.0,21.0,5884266.0,1918890.0,1598964.0,1597700.0,1593858.0,1589620.0,1585072.0
906,haqqin.az,69.0,40.0,4097528.0,2422627.0,1445767.0,1436289.0,1402776.0,1360703.0,1316657.0
907,onesignal.com,7.0,7.0,1622244.0,506740.0,504759.0,504759.0,504759.0,504759.0,504759.0
908,msn.com,68.0,67.0,2155925.0,1122554.0,870263.0,854057.0,801139.0,744923.0,685273.0
909,tudou.com,5.0,3.0,1445511.0,438125.0,437800.0,437750.0,437586.0,437474.0,437378.0
910,jb51.net,80.0,60.0,2409146.0,2347899.0,688629.0,665899.0,588003.0,507809.0,417530.0
911,force.com,29.0,22.0,5039630.0,1817045.0,1491443.0,1489333.0,1483599.0,1477159.0,1470463.0
912,usnews.com,70.0,57.0,8754480.0,2048810.0,1976572.0,1974062.0,1965212.0,1957012.0,1947960.0
913,khanacademy.org,48.0,48.0,4002473.0,1733502.0,1496432.0,1461529.0,1349744.0,1227585.0,1126577.0
914,capitalone.com,29.0,17.0,5798902.0,1883222.0,1783412.0,1778332.0,1763820.0,1749080.0,1733444.0
915,ytmp3.cc,16.0,16.0,1480337.0,591472.0,504954.0,502506.0,494924.0,484142.0,472880.0
916,ign.com,77.0,59.0,14476950.0,6914688.0,4292728.0,4256536.0,4134164.0,4012350.0,3889474.0
917,salesforce.com,39.0,31.0,5627002.0,2190772.0,1659870.0,1652454.0,1627643.0,1600615.0,1572345.0
918,docin.com,57.0,36.0,1582756.0,642764.0,442348.0,438324.0,425038.0,409602.0,392758.0
919,w3school.com.cn,13.0,13.0,472492.0,341381.0,145418.0,142984.0,135926.0,126736.0,117536.0
920,slickdeals.net,125.0,98.0,7872248.0,2686471.0,2597434.0,2596512.0,2588395.0,2572577.0,2555913.0
921,crunchyroll.com,11.0,4.0,2089734.0,655498.0,613072.0,612260.0,609330.0,606060.0,602750.0
922,hao123.com,58.0,40.0,1215648.0,602468.0,428380.0,425932.0,418038.0,409462.0,400622.0
923,trello.com,29.0,12.0,2365789.0,1110306.0,890502.0,881258.0,849811.0,820087.0,791521.0
924,agah.com,33.0,27.0,3266418.0,1996618.0,1608103.0,1589155.0,1521813.0,1450742.0,1375314.0
925,chinaz.com,5.0,3.0,1386315.0,448492.0,448492.0,448492.0,448492.0,448492.0,448492.0
926,freepik.com,30.0,21.0,6404499.0,2214812.0,1847006.0,1835494.0,1793352.0,1750496.0,1705904.0
927,tutsplus.com,22.0,21.0,1914678.0,807424.0,592685.0,589049.0,573918.0,545585.0,506711.0
928,elpais.com,47.0,19.0,7720906.0,3563243.0,2316765.0,2297915.0,2226439.0,2157083.0,2084507.0
929,amazon.es,129.0,70.0,3587094.0,1881206.0,1602791.0,1567991.0,1453151.0,1337125.0,1219113.0
930,disneyplus.com,18.0,10.0,3182136.0,1242025.0,1238435.0,1238435.0,1238435.0,1238435.0,1238435.0
931,indiatoday.in,52.0,30.0,7814440.0,3175560.0,2443700.0,2441148.0,2431812.0,2421998.0,2409761.0
932,sourceforge.net,27.0,11.0,1195187.0,462060.0,400763.0,398889.0,393889.0,388407.0,383193.0
933,softonic.com,79.0,68.0,3675362.0,1360761.0,1253298.0,1242544.0,1213152.0,1182488.0,1153016.0
934,livedoor.com,20.0,18.0,1681424.0,677211.0,550467.0,548027.0,535154.0,518878.0,500790.0
935,espncricinfo.com,48.0,36.0,5648894.0,1892564.0,1838390.0,1836844.0,1830609.0,1818543.0,1806895.0
936,goal.com,23.0,19.0,4031190.0,1777729.0,1756444.0,1754418.0,1748226.0,1738228.0,1703765.0
937,gettyimages.com,77.0,64.0,9411925.0,6995999.0,4002002.0,3865670.0,3341493.0,2779843.0,2117131.0
938,cricbuzz.com,23.0,19.0,1473409.0,536074.0,485477.0,484639.0,481797.0,478777.0,471204.0
939,medicalnewstoday.com,39.0,34.0,3754720.0,1709533.0,1524458.0,1508244.0,1449922.0,1394904.0,1344306.0
940,moneycontrol.com,108.0,81.0,7737566.0,2646311.0,2617481.0,2613448.0,2599162.0,2568210.0,2525502.0
941,selfridges.com,49.0,35.0,5763189.0,2075039.0,1908985.0,1887829.0,1805069.0,1718987.0,1632503.0
942,ccleaner.com,31.0,28.0,7173667.0,2790239.0,1741002.0,1738978.0,1732780.0,1727178.0,1721740.0
943,momoshop.com.tw,450.0,413.0,20361711.0,17854098.0,6536696.0,6306367.0,5502002.0,4525693.0,3597021.0
944,dagospia.com,30.0,26.0,3428160.0,1611143.0,1503268.0,1501986.0,1477509.0,1361988.0,1215686.0
945,canada.ca,10.0,5.0,1923288.0,712238.0,622083.0,617573.0,599191.0,584283.0,567579.0
946,infusionsoft.com,44.0,33.0,6426013.0,2391306.0,1719185.0,1716533.0,1709295.0,1700983.0,1690213.0
947,ballotpedia.org,69.0,50.0,9757531.0,4616990.0,2910681.0,2862679.0,2720539.0,2571241.0,2428591.0
948,ibm.com,34.0,29.0,6448791.0,1837030.0,1773415.0,1763378.0,1726854.0,1688860.0,1646152.0
949,verizon.com,42.0,25.0,8525370.0,2837619.0,2435587.0,2430835.0,2416637.0,2402399.0,2389099.0
950,houzz.com,42.0,30.0,9988993.0,2592566.0,2519357.0,2511347.0,2483797.0,2456291.0,2426295.0
951,google.com.tw,20.0,4.0,1611900.0,579368.0,577716.0,577600.0,577088.0,574692.0,567754.0
952,bestbuy.com,5.0,1.0,1572538.0,477590.0,473351.0,473319.0,473287.0,473255.0,473219.0
953,springer.com,40.0,21.0,3370752.0,1185556.0,993216.0,990928.0,982408.0,973052.0,962550.0
954,lancers.jp,76.0,67.0,6113248.0,3245231.0,2793295.0,2789847.0,2774327.0,2750541.0,2731995.0
955,teamviewer.com,15.0,3.0,2342159.0,1078409.0,1071495.0,1069661.0,1067151.0,1065343.0,1063445.0
956,forbes.com,64.0,62.0,7574186.0,2872105.0,2721048.0,2716833.0,2694536.0,2655792.0,2606807.0
957,nypost.com,160.0,139.0,12282570.0,6272756.0,3513209.0,3490705.0,3400649.0,3315355.0,3228285.0
958,5ch.net,8.0,8.0,786752.0,394619.0,232553.0,231481.0,228321.0,224743.0,220881.0
959,cnzz.com,71.0,64.0,4542301.0,3187195.0,1126517.0,1106003.0,1036211.0,958545.0,884565.0
960,macys.com,78.0,52.0,9936875.0,2833190.0,2720935.0,2714563.0,2692671.0,2669057.0,2646349.0
961,wiley.com,33.0,30.0,5985094.0,2516192.0,1901655.0,1885123.0,1829563.0,1775147.0,1700458.0
962,marriott.com,43.0,30.0,20919554.0,13723557.0,9335552.0,8984198.0,7712907.0,6525193.0,5267251.0
963,pdfdrive.com,47.0,45.0,1546448.0,850587.0,682243.0,675843.0,654440.0,631488.0,606754.0
964,brilio.net,104.0,99.0,5000982.0,2292281.0,1826263.0,1799567.0,1713818.0,1622050.0,1522740.0
965,irs.gov,24.0,20.0,6020072.0,2109167.0,1722006.0,1713960.0,1685300.0,1655154.0,1621106.0
966,miro.com,38.0,18.0,6311607.0,2272052.0,1948013.0,1937313.0,1911975.0,1886435.0,1867941.0
967,getintopc.com,27.0,27.0,617386.0,289997.0,211516.0,205300.0,182838.0,161722.0,143090.0
968,cnnic.cn,53.0,49.0,2711353.0,2728262.0,739348.0,728282.0,690822.0,646906.0,600436.0
969,uzone.id,40.0,27.0,3186257.0,1301869.0,1140129.0,1136958.0,1125978.0,1112832.0,1096430.0
970,amazon.it,133.0,60.0,2432757.0,1392254.0,1074032.0,1049214.0,965236.0,874330.0,777978.0
971,google.com.sa,20.0,3.0,1792002.0,754021.0,753887.0,753889.0,753823.0,751953.0,745449.0
972,wp.pl,90.0,60.0,3710296.0,1696227.0,1476477.0,1450759.0,1357183.0,1262913.0,1155685.0
973,saednews.com,35.0,34.0,2960474.0,1819192.0,1101203.0,1074935.0,987559.0,899069.0,808223.0
974,box.com,18.0,6.0,4871480.0,1451979.0,1214726.0,1212774.0,1205910.0,1198026.0,1189698.0
975,schoology.com,30.0,28.0,4296042.0,3174218.0,767039.0,757887.0,727359.0,692819.0,656441.0
976,olx.pl,60.0,16.0,6761614.0,2151334.0,2129751.0,2129245.0,2127761.0,2126059.0,2124353.0
